# suite	seconds — the shell-unit shard bin-pack ledger (HIMMEL-2894).
#
# source: GitHub Actions run 34408076490 (yotamleo/Himmel), PR #598, head d026803c,
#   shell-unit-shard (ubuntu-latest, 1..6), SUITE_TIER_MODE=fast, SUITE_CHANGED_SINCE=<pr base>.
#   466 suites, 2685s serial total.
#
# Read by scripts/ci/run-shell-tests.sh to assign --shard <i>/<n> by a greedy
# longest-first bin-pack instead of round-robin ($SUITE_DURATIONS overrides this
# path). Keys are the suite path exactly as that runner PRINTS it, which is also
# exactly what the regeneration command below harvests out of a job log — so the
# spelling written here and the spelling matched against cannot drift apart.
#
# STALENESS: this is a snapshot, bumped on demand, not a CI-maintained file. It
# tunes balance only; it can never change which suites run. A suite absent from
# it is assigned the median of the rows present and runs like any other — never
# dropped. A row naming a suite that no longer exists is ignored. If the file is
# missing, unreadable, empty or malformed the runner says so once on stderr and
# falls back to round-robin. So a stale ledger costs wall clock, nothing else;
# refresh it when the corpus has moved enough that the shard times skew.
#
# REFRESH — replay one shell-unit-shard matrix run's logs (all shards at once):
#   gh run view <run-id> --log \
#     | sed -nE 's/.*\[(PASS|FAIL)\] ([^ ]+) \(([0-9]+)s\).*/\2\t\3/p' \
#     | sort -u
# then replace the rows below and update the source line above.
scripts/agents-md/test-generate.sh	1
scripts/ci/test-check-claude-md-budget.sh	0
scripts/ci/test-check-commit-range.sh	1
scripts/ci/test-check-no-secrets.sh	0
scripts/ci/test-fork-drift-issue.sh	0
scripts/ci/test-orphan-census.sh	0
scripts/ci/test-run-shell-tests.sh	389
scripts/ci/test-suite-concurrency.sh	112
scripts/ci/test-tmp-sweep.sh	0
scripts/cleanup/test-codex-sweep-cadence.sh	0
scripts/codex/test-codex-arg-filter.sh	0
scripts/codex/test-codex-hook-parity.sh	1
scripts/codex/test-companion-liveness.sh	0
scripts/codex/test-dispatch-codex-exec.sh	58
scripts/codex/test-dispatch-codex-wsl.sh	2
scripts/codex/test-hook-smoke-demo.sh	6
scripts/codex/test-install-himmel-codex.sh	0
scripts/codex/test-reap-mcp-fleet.sh	0
scripts/codex/test-sanitize-plugin-hooks.sh	0
scripts/codex/test-startup-health.sh	0
scripts/console/test-base-status.sh	4
scripts/console/test-sweep-cr-threads.sh	0
scripts/copilot/test-dispatch-copilot.sh	0
scripts/cr/test-advisory-rows.sh	0
scripts/cr/test-artifact-critic.sh	0
scripts/cr/test-clear-cr-marker.sh	37
scripts/cr/test-codex-adv-completion-check.sh	1
scripts/cr/test-codex-adv-harvest.sh	2
scripts/cr/test-codex-adv-kickoff.sh	2
scripts/cr/test-cr-pending-audit.sh	2
scripts/cr/test-cr-scores.sh	1
scripts/cr/test-cr-tune.sh	0
scripts/cr/test-critic-first-pass.sh	13
scripts/cr/test-critic-panel-fallback.sh	10
scripts/cr/test-critic-panel-instrumentation.sh	1
scripts/cr/test-critic-panel-registry.sh	1
scripts/cr/test-critic-panel-triviality.sh	1
scripts/cr/test-critic-panel.sh	35
scripts/cr/test-d1-verdict.sh	0
scripts/cr/test-doc-freshness-advisory.sh	0
scripts/cr/test-docs-audit-panel.sh	1
scripts/cr/test-emit-gate-fail.sh	0
scripts/cr/test-failure-classify.sh	0
scripts/cr/test-file-deferred-issues.sh	0
scripts/cr/test-handover-bridge.sh	0
scripts/cr/test-install-cr-gate.sh	1
scripts/cr/test-known-findings.sh	1
scripts/cr/test-lane-classify.sh	0
scripts/cr/test-ledger-append.sh	6
scripts/cr/test-orphan-check.sh	1
scripts/cr/test-panel-first-pass.sh	1
scripts/cr/test-pr-check-context.sh	3
scripts/cr/test-pr-check-env.sh	0
scripts/cr/test-pr-check-external.sh	2
scripts/cr/test-pr-check-pair.sh	1
scripts/cr/test-pr-check-rounds.sh	6
scripts/cr/test-pr-check-run.sh	2
scripts/cr/test-run-codex-adversarial.sh	63
scripts/cr/test-triviality-gate.sh	1
scripts/cr/test-write-verdicts.sh	0
scripts/docs/test-check-doc-terms.sh	0
scripts/docs/test-check-llms-links.sh	2
scripts/git/test-classify-branches.sh	0
scripts/glm/test-append-outbox.sh	1
scripts/glm/test-ship-branch.sh	0
scripts/graphify/test-ast-update.sh	3
scripts/graphify/test-check-graph-freshness.sh	1
scripts/graphify/test-detect-duplicate-notes.sh	0
scripts/graphify/test-graph-cadence.sh	9
scripts/graphify/test-graph-publish.sh	2
scripts/graphify/test-graph-refresh.sh	1
